"birth","group","id","name"
"1929","1","125","Cassity, Turner"
"1947","1","126","Catalano, Gary"
"1917","1","127","Causley, Charles"
"1954","1","128","Cervantes, Lorna Dee"
"1932","1","129","Challis, Gordon"
"1936","1","130","Chappell, Fred"
"1944","1","131","Charles, Faustin"
"1945","1","132","Cheney-Coker, Syl"
"1874","1","133","Chesterton, G. K."
"1945","1","134","Chimombo, Steve"
"1949","1","135","Chipasula, Frank Mkalawile"
"1938","1","136","Chitre, Dilip Purushottam"
"1951","1","137","Christopher, Nicholas"
"1942","1","138","Chuillean\u00e1in, Eil\u00e9an N\u00ed"
"1920","1","139","Clampitt, Amy"
"1941","1","140","Clark, Tom"
"1935","1","141","Clark Bekederemo, J. P."
"1896","1","142","Clarke, Austin"
"1937","1","143","Clarke, Gillian"
"1916","1","144","Clemo, Jack"
"1936","1","145","Clifton, Lucille"
"1926","1","146","Clouts, Sydney David"
"1945","1","147","Colebatch, Hal Gibson Pateshall"
"1928","1","148","Coles, Don"
"1881","1","149","Colum, Padraic"
"1936","1","150","Conn, Stewart"
"1930","1","151","Connor, Tony"
"1917","1","152","Conquest, (George) Robert (Ackworth)"
"1944","1","153","Constantine, David"
"1924","1","154","Cooper, Jane"
"1924","1","155","Corman, Cid"
"1943","1","156","Corn, Alfred"
"1886","1","157","Cornford, Frances"
"1915","1","158","Cornford, (Rupert) John"
"1930","1","159","Corso, (Nunzio) Gregory"
"1927","1","160","Coulette, Henri"
"1898","1","161","Cowley, Malcolm"
"1899","1","162","Crane, (Harold) Hart"
"1878","1","163","Crapsey, Adelaide"
"1944","1","164","Crase, Douglas"
"1959","1","165","Crawford, Robert"
"1926","1","166","Creeley, Robert"
"1949","1","167","Cronin, Jeremy"
"1948","1","168","Crozier, Lorna"
"1949","1","169","Cruz, Victor Hernandez"
"1903","1","170","Cullen, Countee"
"1932","1","171","Cullinan, Patrick"
"1894","1","172","Cummings, E. E."
"1911","1","173","Cunningham, J. V."
"1911","1","174","Curnow, (Thomas) Allen (Munro)"
"1946","1","175","Curtis, Tony"
"1945","1","176","Dabydeen, Cyril"
"1955","1","177","Dabydeen, David"
"1960","1","178","D'Aguiar, Fred(erick)"
"1938","1","179","Dale, Peter (John)"
"1919","1","180","Dallas, Ruth"
"1948","1","181","Dangor, Achmat"
"1937","1","182","Daruwalla, Keki Nasserwanji"
"1887","1","183","Daryush, Elizabeth"
"1934","1","184","Das, Kamala"
"1940","1","185","Davey, Frank"
"1893","1","186","Davidson, Donald"
"1922","1","187","Davie, Donald"
"1905","1","188","Davies, Idris"
"1871","1","189","Davies, W. H."
"1945","1","190","Davis, Dick"
"1917","1","191","Davis, Jack"
"1928","1","192","Davison, Peter"
"1930","1","193","Dawe, (Donald) Bruce"
"1904","1","194","Day Lewis, C."
"1940","1","195","de Hoyos, Angela"
"1873","1","196","de la Mare, Walter"
"1903","1","197","Denby, Edwin"
"1876","1","198","Dennis, C. J."
"1920","1","199","de Silva, Alfreda"
"1940","1","200","de Souza, Eunice"
"1908","1","201","Devlin, Denis"
"1923","1","202","Dickey, James"
"1928","1","203","Dickey, William"
"1913","1","204","Dickinson, Patric Thomas"
"1946","1","205","Didsbury, Peter"
"1949","1","206","di Michele, Mary"
"1936","1","207","Dipoko, Mbella Sonne"
"1934","1","208","di Prima, Diane"
"1940","1","209","Disch, Tom"
"1920","1","210","Dobson, Rosemary"
"1941","1","211","Dobyns, Stephen J."
"1954","1","212","Donaghy, Michael"
"1886","1","213","Doolittle, Hilda"
"1929","1","214","Dorn, Ed(ward)"
"1920","1","215","Douglas, Keith"
"1952","1","216","Dove, Rita"
"1929","1","217","Downie, Freda"
"1948","1","218","Dransfield, Michael"
"1882","1","219","Drinkwater, John"
"1939","1","220","Driver, C. J."
"1945","1","221","Dubie, Norman"
"1918","1","222","Dudek, Louis"
"1955","1","223","Duffy, Carol Ann"
"1923","1","224","Dugan, Alan"
"1894","1","225","Duggan, Eileen"
"1949","1","226","Duggan, Laurie"
"1919","1","227","Duncan, Robert"
"1952","1","228","Dunmore, Helen"
"1942","1","229","Dunn, Douglas"
"1939","1","230","Dunn, Stephen"
"1944","1","231","Durcan, Paul"
"1912","1","232","Durrell, Lawrence"
"1922","1","233","Dutton, Geoffrey"
"1914","1","234","Dyment, Clifford"
"1904","1","235","Eberhart, Richard"
"1937","1","236","Echeruo, Michael"
"1951","1","237","Edgar, Stephen"
"1924","1","238","Edmond, Lauris"
"1949","1","239","Edmond, Murray"
"1933","1","240","Ee, Tiang Hong"
"1927","1","241","Eigner, Larry"
"1918","1","242","Elder, Anne"
"1888","1","243","Eliot, T. S."
"1932","1","244","Elliot, Alistair"
"1906","1","245","Empson, William"
"1908","1","246","Engle, Paul"
"1920","1","247","Enright, D. J."
"1925","1","248","Enslin, Theodore"
"1935","1","249","Eshleman, Clayton"
"1957","1","250","Espada, Mart\u00edn"
"1903","1","251","Everson, R. G."
"1912","1","252","Everson, William"
"1916","1","253","Ewart, Gavin"
"1924","1","254","Ezekiel, Nissim"
"1945","1","255","Fahey, Diane"
"1935","1","256","Fainlight, Harry"
"1931","1","257","Fainlight, Ruth"
"1904","1","258","Fairburn, Arthur Rex Dugard"
"1905","1","259","Fallon, Padraic"
"1929","1","260","Fanthorpe, U. A. (Ursula Askham)"
"1949","1","261","Fenton, James"
"1919","1","262","Ferlinghetti, Lawrence (Mendes-Monstanto)"
"1931","1","263","Fernando, Patrick"
"1924","1","264","Ferry, David"
"1924","1","265","Field, Edward"
"1920","1","266","Figueroa, John Joseph Maria"
"1929","1","267","Finkel, Donald"
"1930","1","268","Fisher, Roy"
"1902","1","269","FitzGerald, R. D. (Robert David)"
"1910","1","270","Fitzgerald, Robert"
"1884","1","271","Flecker, James Elroy"
"1886","1","272","Fletcher, John Gould"
"1885","1","273","Flint, F. S. (Frank Stuart)"
"1950","1","274","Forbes, John"
"1950","1","275","Forch\u00e9, Carolyn"
"1873","1","276","Ford, Ford Madox"
"1962","1","277","Ford, Mark"
"1915","1","278","Ford, R. A. D. (Robert Arthur Douglass)"
"1947","1","279","Forrest-Thomson, Veronica"
"1952","1","280","Foulcher, John"
"1924","1","281","Frame, Janet"
"1901","1","282","Francis, Robert"
"1956","1","283","French, Anne"
"1874","1","284","Frost, Robert"
"1937","1","285","Fuller, John"
"1912","1","286","Fuller, Roy"
"1932","1","287","Gallagher, Tess"
"1915","1","288","Gardner, Isabella"
"1944","1","289","Garfitt, Roger"
"1909","1","290","Garioch, Robert"
"1926","1","291","Garlick, Raymond"
"1929","1","292","Garrett, George"
"1912","1","293","Garrigue, Jean"
"1916","1","294","Gascoyne, David"
"1940","1","295","Geddes, Gary"
"1903","1","296","Ghiselin, Brewster"
"1935","1","297","Ghose, Zulfikar"
"1925","1","298","Gilbert, Jack"
"1933","1","299","Gilbert, Kevin J."
"1948","1","300","Gillies, Valerie"
"1865","1","301","Gilmore, Mary"
"1926","1","302","Ginsberg, Allen"
"1950","1","303","Gioia, Dana"
"1943","1","304","Giovanni, Nikki"
"1909","1","305","Glassco, John"
"1912","1","306","Glover, Denis"
"1943","1","307","Gl\u00fcck, Louise"
"1878","1","308","Gogarty, Oliver St John"
"1948","1","309","Goldbarth, Albert"
"1951","1","310","Goldsworthy, Peter"
"1928","1","311","Gonzales, Rodolfo \u2018Corky\u2019"
"1947","1","312","Goodison, Lorna"
"1935","1","313","Gooneratne, Yasmine"
"1949","1","314","Gould, Alan"
"1951","1","315","Graham, Jorie"
"1918","1","316","Graham, W. S."
"1949","1","317","Grant, Jamie"
"1895","1","318","Graves, Robert"
"1866","1","319","Gray, John"
"1945","1","320","Gray, Robert"
"1941","1","321","Gray, Stephen"
"1920","1","322","Greacen, Robert"
"1893","1","323","Greenberg, Samuel"
"1942","1","324","Gregg, Linda"
"1923","1","325","Gregor, Arthur"
"1898","1","326","Gregory, Horace"
"1951","1","327","Greig, Andrew"
"1905","1","328","Grigson, Geoffrey"
"1950","1","329","Grosholz, Emily"
"1952","1","330","Gross, Philip"
"1932","1","331","Grossman, Allen"
"1923","1","332","Guest, Barbara"
"1929","1","333","Gunn, Thom(son William)"
"1890","1","334","Gurney, Ivor"
"1909","1","335","Gustafson, Ralph"
"1896","1","336","Guthrie, Ramon"
"1946","1","337","Gwala, Mafika Pascal"
"1948","1","338","Gwynn, R. S."
"1942","1","339","Hacker, Marilyn"
"1948","1","340","Hadas, Rachel"
"1924","1","341","Haines, John"
"1928","1","342","Hall, Donald"
"1920","1","343","Hall, J. C."
"1935","1","344","Hall, Rodney"
"1924","1","345","Hamburger, Michael"
"1888","1","346","Hamilton, George Rostrevor"
"1938","1","347","Hamilton, Ian"
"1949","1","348","Hampton, Susan"
"1950","1","349","Haq, Kaiser"
"1840","1","350","Hardy, Thomas"
"1891","1","351","Harford, Lesbia"
"1938","1","352","Harper, Michael S."
"1921","1","353","Harris, Max"
"1937","1","354","Harrison, Jim"
"1937","1","355","Harrison, Tony"
"1939","1","356","Harry, J. S."
"1942","1","357","Harsent, David"
"1954","1","358","Hart, Kevin"
"1878","1","359","Hartigan, P. J."
"1952","1","360","Hartnett, David"
"1941","1","361","Hartnett, Michael"
"1911","1","362","Hart-Smith, William"
"1920","1","363","Harwood, Gwen"
"1939","1","364","Harwood, Lee"
"1951","1","365","Hashmi, Alamgir"
"1948","1","366","Haskell, Dennis"
"1942","1","367","Hasluck, Nicholas"
"1941","1","368","Hass, Robert"
"1915","1","369","Hay, George Campbell"
"1913","1","370","Hayden, Robert"
"1886","1","371","H. D."
"1939","1","372","Heaney, Seamus"
"1918","1","373","Heath-Stubbs, John"
"1923","1","374","Hecht, Anthony"
"1922","1","375","Hendriks, A. L."
"1912","1","376","Hendry, J. F."
"1923","1","377","Hewett, Dorothy"
"1907","1","378","Hewitt, John"
"1901","1","379","Higgins, Bertram"
"1896","1","380","Higgins, F. R."
"1932","1","381","Hill, Sir Geoffrey"
"1895","1","382","Hillyer, Robert"
"1936","1","383","Hine, Daryl"
"1950","1","384","Hirsch, Edward"
"1932","1","385","Hobsbaum, Philip"
"1959","1","386","Hodgins, Philip"
"1871","1","387","Hodgson, Ralph Edwin"
"1923","1","388","Hoffman, Daniel"
"1957","1","389","Hofmann, Michael"
"1929","1","390","Hollander, John"
"1934","1","391","Hollo, Anselm"
"1951","1","392","Hongo, Garrett"
"1907","1","393","Hope, A. D."
"1859","1","394","Housman, A. E."
"1947","1","395","Houston, Douglas"
"1956","1","396","Hove, Chenjerai"
"1929","1","397","Howard, Richard"
"1951","1","398","Hudgins, Andrew"
"1873","1","399","Hueffer, Ford Madox"
"1935","1","400","Hughes, Glyn"
"1902","1","401","Hughes, Langston"
"1930","1","402","Hughes, Ted"
"1923","1","403","Hugo, Richard"
"1883","1","404","Hulme, T. E."
"1950","1","405","Hummer, T. R."
"1919","1","406","Humphreys, Emyr"
"1894","1","407","Humphries, Rolfe"
"1946","1","408","Hunt, Sam"
"1906","1","409","Hyde, Robin"
"1914","1","410","Ignatow, David"
"1956","1","411","Imlah, Mick"
"1938","1","412","Inada, Lawson"
"1913","1","413","Ingamells, Rex"
"1933","1","414","Ireland, Kevin"
"1940","1","415","Jackson, Michael"
"1939","1","416","James, Clive"
"1914","1","417","Jarrell, Randall"
"1887","1","418","Jeffers, Robinson"
"1955","1","419","Jenkins, Alan"
"1926","1","420","Jennings, Elizabeth"
"1948","1","421","Jensen, Laura"
"1943","1","422","Jiles, Paulette"
"1944","1","423","Johnson, Amryl"
"1938","1","424","Johnson, Colin"
"1949","1","425","Johnson, Denis"
"1871","1","426","Johnson, James Weldon"
"1952","1","427","Johnson, Linton Kwesi"
"1924","1","428","Johnson, Louis"
"1913","1","429","Johnston, George"
"1947","1","430","Johnston, Martin"
"1938","1","431","Jones, Brian"
"1895","1","432","Jones, David"
"1929","1","433","Jones, D. G."
"1931","1","434","Jones, Evan"
"1905","1","435","Jones, Glyn"
"1934","1","436","Jones, LeRoi"
"1941","1","437","Jones, Rae Desmond"
"1950","1","438","Jones, Rodney"
"1935","1","439","Jones, Sally Roberts"
"1921","1","440","Jones, T. Harri (Thomas Henry)"
"1914","1","441","Joseph, M. K."
"1882","1","442","Joyce, James"
"1940","1","443","Jussawalla, Adil (Jehangir)"
"1925","1","444","Justice, Donald"
"1935","1","445","Kamal, Daud"
"1931","1","446","Kavanagh, P. J. (Patrick Joseph Gregory)"
"1904","1","447","Kavanagh, Patrick"
"1934","1","448","Keene, Dennis"
"1914","1","449","Kees, Weldon"
"1923","1","450","Keesing, Nancy (Hertzberg)"
"1935","1","451","Kefala, Antigone"
"1927","1","452","Kell, Richard (Alexander)"
"1935","1","453","Kelly, Robert"
"1929","1","454","Kennedy, X. J."
"1936","1","455","Kennelly, Brendan"
"1948","1","456","Kenney, Richard"
"1947","1","457","Kenyon, Jane"
"1922","1","458","Keyes, Sidney (Arthur Kilworth)"
"1886","1","459","Kilmer, Joyce"
"1927","1","460","Kinnell, Galway"
"1928","1","461","Kinsella, Thomas"
"1865","1","462","Kipling, Rudyard"
"1923","1","463","Kirkup, James (Falconer)"
"1925","1","464","Kizer, Carolyn"
"1942","1","465","Klappert, Peter"
"1909","1","466","Klein, A. M. (Abraham Moses)"
"1931","1","467","Knight, Etheridge"
"1899","1","468","Knister, (John) Raymond"
"1940","1","469","Knott, Bill"
"1925","1","470","Koch, Kenneth"
"1945","1","471","Koethe, John"
"1932","1","472","Kolatkar, Arun Balkrishna"
"1947","1","473","Komunyakaa, Yusef"
"1883","1","474","Kreymborg, Alfred"
"1927","1","475","Kroetsch, Robert"
"1925","1","476","Kumin, Maxine"
"1930","1","477","Kunene, Mazisi"
"1905","1","478","Kunitz, Stanley"
"1946","1","479","Laing, Kojo"
"1927","1","480","Lamantia, Philip"
"1939","1","481","Lane, Patrick"
"1954","1","482","Lansdown, Andrew"
"1958","1","483","Lasdun, James"
"1914","1","484","Laughlin, James"
"1885","1","485","Lawrence, D. H."
"1867","1","486","Lawson, Henry"
"1912","1","487","Layton, Irving"
"1942","1","488","Lea, Sydney"
"1887","1","489","Ledwidge, Francis"
"1942","1","490","Lee, Don L."
"1914","1","491","Lee, Laurie"
"1946","1","492","Lee, Tzu Pheng"
"1948","1","493","Lehman, David"
"1940","1","494","Lehmann, Geoffrey"
"1907","1","495","Lehmann, John"
"1953","1","496","Leithauser, Brad"
"1944","1","497","Leonard, Tom"
"1914","1","498","LePan, Douglas"
"1923","1","499","Levertov, Denise"
"1931","1","500","Levi, Peter"
"1928","1","501","Levine, Philip"
"1946","1","502","Levis, Larry"
"1915","1","503","Lewis, Alun"
"1904","1","504","Lewis, C. Day"
"1899","1","505","Lewis, Janet"
"1882","1","506","Lewis, (Percy) Wyndham"
"1935","1","507","Lieberman, Laurence"
"1944","1","508","Lim, Shirley Geok-lin"
"1948","1","509","Lindop, Grevel"
"1879","1","510","Lindsay, Vachel"
"1909","1","511","Livesay, Dorothy"
"1932","1","512","Livingstone, Douglas"
"1940","1","513","Llewellyn, Kate"
"1922","1","514","Lochhead, Douglas Grant"
"1947","1","515","Lochhead, Liz"
"1937","1","516","Loewinsohn, Ron(ald William)"
"1923","1","517","Logan, John"
"1950","1","518","Logan, William"
"1926","1","519","Logue, Christopher"
"1924","1","520","Lomas, Herbert"
"1939","1","521","Longley, Michael"
"1934","1","522","Lorde, Audre Geraldin"
"1913","1","523","Lowbury, Edward"
"1874","1","524","Lowell, Amy"
"1917","1","525","Lowell, Robert"
"1935","1","526","Lowther, Pat(ricia Louise)"
"1882","1","527","Loy, Mina"
"1933","1","528","Lucie-Smith, (John) Edward (McKenzie)"
"1942","1","529","Ludvigson, Susan"
"1946","1","530","Lux, Thomas"
"1917","1","531","McAuley, James"
"1932","1","532","MacBeth, George"
"1910","1","533","MacCaig, Norman"
"1945","1","534","McClatchy, J. D."
"1932","1","535","McClure, Michael"
"1908","1","536","McCuaig, Ronald"
"1892","1","537","MacDiarmid, Hugh"
"1878","1","538","MacDonagh, Thomas"
"1928","1","539","MacDonald, Cynthia"
"1921","1","540","McDonald, Nan"
"1953","1","541","McDowell, Robert"
"1941","1","542","MacEwen, Gwendolyn"
"1940","1","543","McFadden, David W."
"1921","1","544","McFadden, Roy"
"1908","1","545","McGinley, Phyllis"
"1916","1","546","McGrath, Thomas"
"1889","1","547","McKay, Claude"
"1913","1","548","Mackenzie, Kenneth Seaforth"
"1956","1","549","Mackinnon, Lachlan"
"1926","1","550","Maclean, Alasdair"
"1892","1","551","MacLeish, Archibald"
"1947","1","552","McMaster, Rhyll"
"1939","1","553","McMichael, James"
"1957","1","554","McMillan, Ian"
"1907","1","555","MacNeice, Louis"
"1941","1","556","McNeill, Anthony"
"1931","1","557","Macpherson, Jay"
"1943","1","558","McPherson, Sandra"
"1944","1","559","Maddox, Everette"
"1912","1","560","Madge, Charles"
"1942","1","561","Madhubuti, Haki R."
"1928","1","562","Mahapatra, Jayanta"
"1941","1","563","Mahon, Derek"
"1949","1","564","Maiden, Jennifer"
"1934","1","565","Malouf, David"
"1922","1","566","Mandel, Eli (as Wolf)"
"1946","1","567","Manhire, Bill"
"1948","1","568","Mann, Chris(topher Zithulele)"
"1952","1","569","Marechera, Dambudzo"
"1939","1","570","Markham, E. A."
"1942","1","571","Marlatt, Daphne"
"1878","1","572","Marquis, Don(ald Robert Perry)"
"1913","1","573","Marriott, Anne"
"1938","1","574","Marshall, Tom"
"1905","1","575","Marson, Una"
"1942","1","576","Martin, Charles"
"1925","1","577","Martin, William"
"1878","1","578","Masefield, John"
"1905","1","579","Mason, R. A. K."
"1932","1","580","Massingham, Harold"
"1868","1","581","Masters, Edgar Lee"
"1929","1","582","Mathew, Ray(mond Frank)"
"1930","1","583","Mathews, Harry"
"1915","1","584","Mathias, Roland"
"1889","1","585","Matthews, Harley"
"1942","1","586","Matthews, William"
"1881","1","587","Maurice, Furnley"
"1962","1","588","Maxwell, Glyn"
"1947","1","589","Mehrotra, Arvind Krishna"
"1925","1","590","Menashe, Samuel"
"1919","1","591","Meredith, William"
"1926","1","592","Merrill, James"
"1915","1","593","Merton, Thomas"
"1927","1","594","Merwin, W. S."
"1869","1","595","Mew, Charlotte"
"1847","1","596","Meynell, Alice"
"1935","1","597","Mezey, Robert"
"1926","1","598","Middleton, Christopher"
"1911","1","599","Miles, Josephine"
"1892","1","600","Millay, Edna St Vincent"
"1919","1","601","Miller, Ruth"
"1924","1","602","Miller, Vassar"
"1952","1","603","Minhinnick, Robert"
"1932","1","604","Mitchell, Adrian"
"1933","1","605","Mnthali, Felix"
"1941","1","606","Mole, John"
"1900","1","607","Moll, E. G."
"1879","1","608","Monro, Harold"
"1929","1","609","Montague, John"
"1887","1","610","Moore, Marianne"
"1903","1","611","Moore, Merrill"
"1918","1","612","Moore, Nicholas"
"1938","1","613","Moraes, Dom"
"1920","1","614","Morgan, Edwin"
"1922","1","615","Morgan, (George) Frederick"
"1944","1","616","Morgan, Robert"
"1937","1","617","Morris, Mervyn"
"1950","1","618","Morrison, Blake"
"1922","1","619","Moss, Howard"
"1955","1","620","Mour\u00e9, Erin"
"1940","1","621","Mtshali, Oswald (Joseph) Mbuyiseni"
"1911","1","622","Mudie, Ian"
"1942","1","623","Muhammad, Haji Salleh"
"1887","1","624","Muir, Edwin"
"1951","1","625","Muldoon, Paul"
"1927","1","626","Murphy, Richard"
"1938","1","627","Murray, Les(lie Allan)"
"1951","1","628","Musgrave, Susan"
"1945","1","629","Muske(-Dukes), Carol"
"1899","1","630","Nabokov, Vladimir"
"1945","1","631","Nair, Chandran"
"1902","1","632","Nash, Ogden"
"1872","1","633","Neilson, (John) Shaw"
"1920","1","634","Nemerov, Howard Stanley"
"1938","1","635","Newlove, John"
"1944","1","636","Nichol, bp"
"1950","1","637","Nichols, Grace"
"1910","1","638","Nicholson, Norman"
"1903","1","639","Niedecker, Lorine"
"1913","1","640","Nims, John Frederick"
"1920","1","641","Noonuccal, Oodgeroo"
"1921","1","642","Norris, Leslie"
"1942","1","643","Nortje, Arthur"
"1933","1","644","Nowlan, Alden"
"1946","1","645","Ntiru, Richard"
"1939","1","646","Nye, Robert"
"1952","1","647","Motion, Sir Andrew"
"1878","1","648","O'Brien, John"
"1952","1","649","O'Brien, Sean"
"1945","1","650","O'Connor, Mark"
"1916","1","651","O'Connor, Philip"
"1947","1","652","Ofeimun, Odia"
"1935","1","653","O'Grady, Desmond"
"1926","1","654","O'Hara, Frank"
"1948","1","655","Ojaide, Moses Tanure"
"1941","1","656","Okai, John Atukwei"
"1921","1","657","Okara, Gabriel Imomotimi Gbaingbain"
"1932","1","658","Okigbo, Christopher"
"1942","1","659","Olds, Sharon"
"1935","1","660","Oliver, Mary"
"1910","1","661","Olson, Charles"
"1909","1","662","Olson, Elder"
"1943","1","663","Ondaatje, Michael"
"1946","1","664","Nelson (Waniek), Marilyn"
"1908","1","665","Oppen, George"
"1930","1","666","Oppenheimer, Joel"
"1923","1","667","Ormond, John"
"1947","1","668","Ormsby, Frank"
"1947","1","669","Orr, Gregory"
"1937","1","670","O'Sullivan, Vincent"
"1947","1","671","Osundare, Niyi"
"1940","1","672","Owen, Jan"
"1893","1","673","Owen, Wilfred"
"1954","1","674","Oyebode, Femi"
"1942","1","675","Padgett, Ron"
"1940","1","676","Page, Geoff(rey Donald)"
"1916","1","677","Page, P. K. (Patricia Kathleen)"
"1943","1","678","Palmer, Michael"
"1959","1","679","Pankey, Eric"
"1893","1","680","Parker, Dorothy"
"1908","1","681","Parsons, Clere (Trevor James Herbert)"
"1934","1","682","Parthasarathy, Rajagopal"
"1932","1","683","Pastan, Linda"
"1911","1","684","Patchen, Kenneth"
"1943","1","685","Patel, Essop"
"1940","1","686","Patel, Gieve"
"1864","1","687","Paterson, A. B."
"1949","1","688","Paulin, Tom"
"1931","1","689","p'Bitek, Okot"
"1947","1","690","Peacock, Molly"
"1911","1","691","Peake, Mervyn (Lawrence)"
"1944","1","692","Peeradina, Saleem"
"1932","1","693","Peters, Lenrie"
"1928","1","694","Petersen, Donald"
"1938","1","695","Phillips, Robert"
"1946","1","696","Pickard, Tom"
"1936","1","697","Piercy, Marge"
"1927","1","698","Pinkerton, Helen"
"1940","1","699","Pinsky, Robert"
"1930","1","700","Pinter, Harold"
"1897","1","701","Pitter, Ruth"
"1932","1","702","Plath, Sylvia"
"1903","1","703","Plomer, William (Charles Franklyn)"
"1911","1","704","Plutzik, Hyam"
"1929","1","705","Porter, Peter"
"1940","1","706","Powell, Craig"
"1882","1","707","Pratt, E. J. (Edwin John)"
"1893","1","708","Prewett, Frank"
"1912","1","709","Prince, F. T. (Frank Templeton)"
"1936","1","710","Prynne, J. H. (Jeremy Halvard)"
"1944","1","711","Purcell, Sally"
"1918","1","712","Purdy, Al(fred Wellington)"
"1894","1","713","Putnam, H. Phelps"
"1927","1","714","Rafat, Taufiq"
"1944","1","715","Raine, Craig"
"1903","1","716","Rakosi, Carl"
"1929","1","717","Ramanujan, A. K."
"1947","1","718","Ramke, Bin"
